,Bedrooms,Bathrooms,Land area,CV,Latitude,Longitude,0-19 years,20-29 years,30-39 years,40-49 years,50-59 years,60+ years,Population,NZDep2018,NZDep2018_Score
343,2,1.0,79.0,820000,-36.8791334,174.8226494,33,24,27,30,6,18,132,4.0,953.0
344,3,1.0,360.0,660000,-36.952785,174.803846,57,24,27,18,21,27,177,10.0,1168.0
345,5,2.0,650.0,1325000,-36.9230544,174.9049592,39,27,30,21,27,27,171,2.0,909.0
346,4,2.0,675.0,1150000,-36.8975677,174.9186666,48,33,30,21,24,21,177,6.0,999.0
347,4,3.0,150.0,990000,-36.802913700000005,174.73397649999998,27,15,36,18,15,30,147,2.0,905.0
348,5,3.0,315.0,1100000,-36.7905871,174.61712250000002,66,162,63,24,12,21,351,3.0,924.0
349,2,2.0,103.0,750000,-36.8637961,174.7559946,15,57,72,18,6,6,174,4.0,940.0
350,4,3.0,450.0,1280000,-36.889838700000006,174.91784769999998,39,12,18,21,33,30,150,3.0,927.0
351,3,2.0,140.0,900000,-36.709942299999994,174.740653,36,33,33,30,30,51,207,3.0,935.0
352,4,2.0,974.0,1380000,-36.859434,174.90194440000002,33,12,9,21,30,30,138,6.0,983.0
353,3,2.0,178.0,1195000,-36.9193537,174.8890656,75,39,51,30,27,33,258,6.0,986.0
354,3,2.0,1077.0,1025000,-36.887128499999996,174.69160290000002,33,30,24,27,12,18,147,7.0,1012.0
355,4,1.0,550.0,850000,-36.8874761,174.6913819,33,30,24,27,12,18,147,7.0,1012.0
356,4,3.0,417.0,1260000,-36.9002271,174.9206737,30,15,12,15,18,57,147,6.0,996.0
357,3,1.0,80.0,500000,-37.0172609,174.88889269999999,78,90,48,24,24,30,291,9.0,1100.0
358,5,4.0,1047.0,3000000,-36.6246261,174.80340859999998,27,18,27,12,9,33,129,1.0,886.0
359,4,2.0,576.0,1900000,-36.855118100000006,174.82824440000002,39,15,27,33,18,42,171,2.0,918.0
360,3,1.0,335.0,540000,-36.8444566,174.6231946,57,24,24,30,15,12,165,10.0,1143.0
361,3,1.0,80.0,480000,-36.973832,174.8415098,63,39,39,21,15,12,189,9.0,1087.0
362,3,1.0,70.0,490000,-36.9799062,174.8256274,60,30,27,21,12,27,177,10.0,1191.0
363,4,1.0,129.0,1775000,-36.8950614,174.71025649999999,33,21,15,27,15,21,126,3.0,937.0
364,3,1.0,80.0,500000,-36.9733379,174.7957699,96,27,39,33,27,24,249,9.0,1130.0
365,3,1.0,495.0,690000,-36.919883899999995,174.66132109999998,24,6,24,15,6,15,105,5.0,968.0
366,4,2.0,848.0,890000,-37.01195560000001,174.9131413,45,39,24,21,36,27,195,4.0,943.0
367,2,1.0,90.0,630000,-36.8170459,174.7326281,24,18,15,15,30,30,135,2.0,907.0
368,3,1.0,86.0,490000,-36.9018811,174.75893530000002,9,21,15,18,3,42,111,7.0,1000.0
369,4,4.0,697.0,1425000,-36.8988174,174.74959219999997,24,33,27,15,12,9,117,7.0,999.0
370,5,5.0,415.0,2300000,-36.725024700000006,174.7481043,48,39,24,30,33,27,198,2.0,913.0
371,3,1.0,73.0,650000,-36.9028184,174.709662,45,30,30,21,21,24,168,7.0,1015.0
372,3,1.0,90.0,495000,-37.0155102,174.87758159999998,66,45,27,12,27,30,198,10.0,1193.0
373,5,4.0,740.0,2625000,-36.8754184,174.8349235,45,24,6,33,27,39,171,1.0,889.0
374,5,2.0,809.0,1100000,-36.96529879999999,174.85797340000002,78,63,60,27,30,48,306,7.0,1020.0
375,5,3.0,1310.0,3900000,-36.8735266,174.7670636,90,33,12,15,27,45,219,2.0,918.0
376,4,3.0,303.0,1160000,-36.83828270000001,174.65450969999998,39,12,24,24,12,24,138,7.0,1029.0
377,3,1.0,675.0,980000,-36.8384958,174.65464369999998,39,12,24,24,12,24,138,7.0,1029.0
378,4,2.0,502.0,1150000,-36.81402620000001,174.6412919,60,36,18,36,42,36,213,1.0,886.0
379,3,1.0,80.0,580000,-36.9273044,174.8495935,57,45,33,21,18,21,195,10.0,1175.0
380,3,1.0,353.0,1450000,-36.9773939,174.87510680000003,33,39,21,12,21,3,135,10.0,1166.0
381,5,3.0,325.0,660000,-36.98017120000001,174.9361137,21,18,9,15,6,6,78,7.0,1010.0
382,7,5.0,398.0,700000,-36.9766548,174.9241208,21,18,9,15,6,6,78,7.0,1010.0
383,7,5.0,428.0,1475000,-36.9806461,174.9295512,21,18,9,15,6,6,78,7.0,1010.0
384,5,4.0,325.0,660000,-36.9794367,174.9359015,21,18,9,15,6,6,78,7.0,1010.0
385,5,4.0,325.0,660000,-36.979867299999995,174.935215,21,18,9,15,6,6,78,7.0,1010.0
386,4,2.0,180.0,1625000,-36.873373,174.79337560000002,57,27,15,18,30,27,180,4.0,937.0
387,5,3.0,632.0,4650000,-36.845758200000006,174.745697,30,15,24,36,39,51,198,2.0,902.0
388,3,1.0,383.0,750000,-36.8200841,174.6256524,69,21,42,18,9,6,162,8.0,1047.0
389,3,2.0,391.0,2125000,-36.868233000000004,174.7830276,24,24,18,18,24,12,123,1.0,885.0
390,3,2.0,314.0,280000,-37.2066601,174.88451919999997,87,60,81,45,39,42,345,5.0,957.0
391,4,2.0,556.0,740000,-36.414085799999995,174.7242024,57,15,27,33,30,105,261,5.0,961.0
392,3,2.0,810.0,810000,-36.4148331,174.7238749,57,15,27,33,30,105,261,5.0,961.0
393,6,3.0,852.0,1325000,-36.6026993,174.802068,45,15,24,33,39,54,210,1.0,894.0
394,3,1.0,141.0,1300000,-36.8531726,174.82464330000002,27,24,24,15,18,24,135,5.0,961.0
395,4,1.0,808.0,840000,-37.049152500000005,174.9108138,33,15,12,15,21,33,132,3.0,931.0
396,5,3.0,1148.0,4000000,-36.8685549,174.8798402,45,15,9,27,21,45,165,2.0,898.0
397,3,2.0,985.0,1425000,-37.2612474,174.93893880000002,30,12,15,18,15,27,117,5.0,956.0
398,4,2.0,433.0,670000,-37.262183,174.9402622,30,12,15,18,15,27,117,5.0,956.0
399,4,3.0,628.0,1650000,-36.8958961,174.82036530000002,39,27,27,30,15,12,147,5.0,964.0
400,4,2.0,809.0,1425000,-36.8871669,174.92818369999998,39,15,15,18,33,45,159,3.0,924.0
401,3,1.0,392.0,530000,-37.1970898,174.90051730000002,45,27,33,15,24,39,180,9.0,1097.0
402,5,4.0,1272.0,4300000,-36.8648621,174.7985754,39,18,12,18,30,30,150,4.0,938.0
403,4,3.0,408.0,920000,-36.8281956,174.6150304,84,51,69,60,36,39,333,2.0,914.0
404,2,2.0,80.0,700000,-36.8516708,174.7560052,57,270,138,30,15,18,522,8.0,1036.0
405,2,2.0,80.0,430000,-36.8516708,174.7560052,57,270,138,30,15,18,522,8.0,1036.0
406,4,1.0,969.0,670000,-36.970082,174.80525580000003,42,27,12,12,12,9,114,10.0,1209.0
407,4,2.0,101.0,900000,-36.904331799999994,174.68384419999998,33,60,45,24,27,36,225,8.0,1046.0
408,4,2.0,122.0,920000,-36.904331799999994,174.68384419999998,33,60,45,24,27,36,225,8.0,1046.0
409,4,2.0,176.0,940000,-36.904331799999994,174.68384419999998,33,60,45,24,27,36,225,8.0,1046.0
410,4,2.0,101.0,900000,-36.904331799999994,174.68384419999998,33,60,45,24,27,36,225,8.0,1046.0
411,4,2.0,405.0,500000,-36.9530178,174.813736,72,27,15,24,18,6,162,9.0,1088.0
412,3,2.0,108.0,1000000,-36.974782,174.8565882,63,72,42,30,21,48,279,7.0,1010.0
413,7,2.0,2410.0,600000,-37.049080100000005,174.93472769999997,54,42,33,21,15,24,192,9.0,1132.0
414,3,2.0,89.0,2075000,-36.8604806,174.8216994,36,24,27,18,27,39,171,10.0,1143.0
415,3,2.0,89.0,2075000,-36.8604806,174.8216994,36,24,27,18,27,39,171,10.0,1143.0
416,4,2.0,943.0,1790000,-36.8899244,174.9359161,54,18,15,33,24,39,186,2.0,915.0
417,3,1.0,685.0,1260000,-36.8829671,174.81212240000002,48,24,24,39,27,27,195,4.0,943.0
418,4,2.0,214.0,1360000,-36.8832505,174.811194,48,24,24,39,27,27,195,4.0,943.0
419,3,1.0,1445.0,640000,-37.257248,174.7348917,54,15,21,24,24,36,171,7.0,1021.0
420,6,3.0,622.0,1150000,-36.9865073,174.9049914,60,45,42,33,24,18,213,7.0,1011.0
421,5,4.0,1998.0,7000000,-36.863985,174.8519671,51,27,9,21,42,51,192,1.0,851.0
422,5,4.0,818.0,3600000,-36.862909,174.85108369999998,51,27,9,21,42,51,192,1.0,851.0
423,4,3.0,399.0,1175000,-36.9257759,174.74583940000002,66,57,63,24,33,54,297,8.0,1032.0
424,8,4.0,990.0,1250000,-36.926492100000004,174.74812980000002,66,57,63,24,33,54,297,8.0,1032.0
425,5,3.0,842.0,1125000,-36.9254157,174.7467049,66,57,63,24,33,54,297,8.0,1032.0
426,3,1.0,875.0,835000,-36.867483299999996,174.62131069999998,54,30,27,27,15,21,183,9.0,1074.0
427,3,1.0,406.0,1450000,-36.8895914,174.7520841,36,27,21,27,12,24,150,4.0,942.0
428,3,2.0,187.0,2750000,-36.855511299999996,174.78838090000002,42,24,27,27,21,57,195,1.0,886.0
429,3,2.0,402.0,1050000,-36.893851700000006,174.92262019999998,21,18,3,15,15,24,96,3.0,936.0
430,2,1.0,71.0,560000,-36.9795206,174.87921210000002,33,21,21,18,12,21,126,8.0,1065.0
431,4,1.0,690.0,650000,-36.964788899999995,174.8096399,69,15,27,30,15,12,168,10.0,1139.0
432,3,1.0,825.0,765000,-36.992290600000004,174.858979,30,30,12,12,3,6,105,8.0,1060.0
433,4,1.0,818.0,550000,-37.028742,174.8752312,84,39,33,27,21,24,222,10.0,1217.0
434,3,1.0,90.0,490000,-37.037966100000006,174.9289185,75,36,24,30,24,24,225,10.0,1162.0
435,3,1.0,842.0,830000,-36.8972398,174.6707393,54,24,24,27,33,24,183,6.0,977.0
436,4,2.0,761.0,1575000,-36.618976,174.7738847,30,6,15,12,18,30,111,4.0,942.0
437,2,1.0,755.0,960000,-36.618976,174.7738847,30,6,15,12,18,30,111,4.0,942.0
438,3,1.0,602.0,1550000,-36.864796999999996,174.73345890000002,21,54,33,21,15,24,174,7.0,1010.0
439,3,1.0,658.0,695000,-36.7950265,174.69399840000003,48,15,12,18,15,9,117,8.0,1051.0
440,5,2.0,880.0,1875000,-36.8703363,174.8294094,21,9,12,15,18,27,102,1.0,874.0
441,4,3.0,1750.0,6500000,-36.8661752,174.84977959999998,42,21,12,21,39,39,174,1.0,873.0
442,4,3.0,1531.0,3550000,-36.86712120000001,174.8476095,42,21,12,21,39,39,174,1.0,873.0
443,3,1.0,675.0,540000,-37.0267161,174.88453619999999,72,36,24,18,15,18,177,10.0,1216.0
444,2,1.0,921.0,920000,-36.784985799999994,175.0462789,30,15,9,24,15,30,123,7.0,1008.0
445,4,4.0,567.0,1750000,-37.062185,174.9214206,33,12,15,21,18,30,129,1.0,885.0
446,4,2.0,607.0,1300000,-36.888343400000004,174.8198618,42,12,36,24,12,33,153,3.0,935.0
447,4,1.0,1014.0,2550000,-36.8851289,174.9011172,54,9,18,30,36,51,201,4.0,946.0
448,4,3.0,734.0,1350000,-36.8891292,174.89535880000003,51,21,18,30,21,21,162,5.0,965.0
449,5,4.0,336.0,545000,-36.801329100000004,174.666149,33,30,24,15,12,18,135,4.0,944.0
450,5,3.0,244.0,2325000,-37.0310912,174.8725122,90,33,24,21,21,3,192,10.0,1141.0
451,4,2.0,594.0,1100000,-36.939972,174.9131935,33,18,15,27,12,21,126,4.0,956.0
452,4,2.0,784.0,1825000,-36.8785526,174.736405,27,66,72,30,12,18,228,3.0,934.0
453,5,3.0,202.0,1450000,-36.988448999999996,174.84477080000002,63,39,36,9,15,6,168,10.0,1174.0
454,4,2.0,469.0,1725000,-36.8678378,174.80235969999998,45,30,15,24,21,27,168,2.0,909.0
455,3,1.0,690.0,1150000,-36.89801,174.89069540000003,45,12,15,33,12,15,135,3.0,921.0
456,3,2.0,238.0,2450000,-36.8570908,174.8502488,36,18,9,21,27,66,174,3.0,935.0
457,3,2.0,1191.0,2100000,-37.065132899999995,174.9140949,30,18,18,21,27,30,147,1.0,895.0
458,4,3.0,572.0,1550000,-37.06610560000001,174.91237180000002,30,18,18,21,27,30,147,1.0,895.0
459,2,1.0,5210.0,730000,-36.6792597,174.4379383,39,24,18,24,27,30,162,4.0,942.0
460,4,2.0,450.0,1125000,-36.8005504,174.6451824,12,12,9,6,9,75,129,7.0,1010.0
461,4,2.0,130.0,650000,-37.0144149,174.8894841,78,42,39,24,24,21,228,8.0,1037.0
462,3,1.0,81.0,830000,-36.7285787,174.73024640000003,36,36,33,27,27,30,183,5.0,968.0
463,2,1.0,84.0,1060000,-36.8551765,174.81299669999999,15,27,12,6,30,27,120,3.0,923.0
464,4,2.0,417.0,1325000,-36.922951700000006,174.92284850000001,15,9,15,3,15,483,534,6.0,992.0
465,3,1.0,361.0,600000,-37.0383231,174.916708,51,36,24,18,6,18,150,7.0,1023.0
466,4,2.0,5175.0,2300000,-36.7827438,175.0620241,39,21,15,30,24,60,189,1.0,893.0
467,5,2.0,174.0,1090000,-36.907443900000004,174.7156062,36,36,27,12,15,27,147,8.0,1053.0
468,6,4.0,465.0,2075000,-37.201272700000004,174.8158397,42,15,18,27,21,33,150,5.0,962.0
469,3,1.0,110.0,530000,-37.0254779,174.899302,54,33,27,27,12,12,162,10.0,1228.0
470,5,3.0,589.0,1130000,-37.008384899999996,174.9171628,48,36,27,21,27,24,183,3.0,927.0
471,4,2.0,451.0,835000,-36.9209739,174.6637504,42,21,21,24,21,21,150,6.0,980.0
472,6,3.0,1265.0,1690000,-37.0491615,174.89424590000002,42,21,18,15,12,42,150,5.0,956.0
473,3,1.0,100.0,612000,-36.8807816,174.6550089,48,24,39,21,24,33,189,9.0,1079.0
474,5,3.0,1405.0,1100000,-36.776875700000005,174.717903,54,54,42,21,27,30,231,3.0,937.0
475,2,1.0,70.0,510000,-36.907872999999995,174.8431008,36,42,36,30,12,15,180,3.0,925.0
476,5,3.0,536.0,980000,-36.9657304,174.864446,45,24,30,15,18,6,141,8.0,1056.0
477,5,2.0,819.0,3075000,-36.8794045,174.80698280000001,30,9,6,24,24,18,114,1.0,856.0
478,4,2.0,612.0,1000000,-36.608833399999995,174.6836301,48,3,12,33,15,24,132,1.0,850.0
479,5,4.0,354.0,1275000,-36.967034399999996,174.9359253,108,63,93,63,30,51,408,1.0,889.0
480,2,1.0,85.0,740000,-36.8520455,174.8302353,18,18,9,15,18,36,111,3.0,929.0
481,4,4.0,827.0,5300000,-36.853008700000004,174.8295425,18,18,9,15,18,36,111,3.0,929.0
482,5,3.0,479.0,2550000,-36.85383220000001,174.82258969999998,54,18,15,15,21,27,156,9.0,1124.0
483,4,3.0,277.0,1725000,-36.8898532,174.81645880000002,48,33,48,30,18,27,204,3.0,932.0
484,4,3.0,543.0,3500000,-36.8462688,174.86509880000003,66,18,30,33,39,45,228,1.0,893.0
485,3,2.0,449.0,3100000,-36.8463819,174.8625265,66,18,30,33,39,45,228,1.0,893.0
486,1,1.0,70.0,445000,-37.0391848,174.8809426,120,42,42,27,27,33,291,10.0,1176.0
487,2,2.0,809.0,750000,-37.0030833,174.573895,84,21,45,54,51,60,321,4.0,940.0
488,3,2.0,130.0,1575000,-36.89294,174.79404269999998,57,30,30,30,33,21,207,4.0,944.0
489,4,2.0,1055.0,1500000,-36.9278156,174.7295621,51,33,27,27,21,39,201,5.0,973.0
490,4,2.0,11759.0,1700000,-36.7114221,174.68332719999998,18,9,9,9,21,15,84,2.0,907.0
491,2,2.0,1051.0,1275000,-36.919146500000004,174.7643573,24,33,24,15,21,15,132,4.0,948.0
492,4,1.0,566.0,660000,-36.972631799999995,174.82683169999999,78,39,33,27,30,21,228,8.0,1067.0
493,3,1.0,919.0,640000,-36.9117146,174.7022303,48,42,33,27,36,39,213,4.0,951.0
494,4,3.0,150.0,999000,-36.904061799999994,174.71738180000003,27,27,21,18,24,12,141,7.0,1018.0
495,4,2.0,150.0,999000,-36.904061799999994,174.71738180000003,27,27,21,18,24,12,141,7.0,1018.0
496,3,1.0,5638.0,580000,-36.177654700000005,175.3590697,39,9,18,24,24,42,153,9.0,1093.0
497,3,2.0,373.0,820000,-36.9671685,174.8649469,45,30,27,21,18,15,165,9.0,1097.0
498,4,4.0,603.0,3700000,-36.902012400000004,174.76128559999998,36,15,6,21,18,30,135,1.0,883.0
499,5,2.0,1203.0,660000,-36.9005066,174.7601404,36,15,6,21,18,30,135,1.0,883.0
500,3,3.0,541.0,1600000,-36.9017294,174.76061819999998,36,15,6,21,18,30,135,1.0,883.0
501,4,2.0,718.0,850000,-37.0756141,174.9473467,54,18,24,33,30,51,210,6.0,985.0
502,6,4.0,1284.0,4400000,-36.883145500000005,174.7933358,30,30,3,15,15,18,108,6.0,998.0
503,2,2.0,1232.0,1850000,-36.786035299999995,175.0185042,21,9,12,21,18,48,126,4.0,951.0
504,4,3.0,928.0,3550000,-36.873779799999994,174.7963636,66,12,3,33,45,36,198,1.0,877.0
505,3,1.0,90.0,540000,-37.0637794,174.9590698,81,48,45,27,30,27,261,9.0,1091.0
506,4,2.0,872.0,900000,-36.9978874,174.9029335,45,36,24,24,39,42,207,3.0,934.0
507,4,2.0,782.0,1550000,-36.900187200000005,174.8813948,42,12,12,27,27,27,159,2.0,909.0
508,4,3.0,309.0,920000,-37.0817356,174.902696,21,0,6,21,12,15,75,5.0,965.0
509,5,3.0,480.0,1500000,-36.6902805,174.7422363,57,24,36,30,30,24,198,2.0,902.0
510,5,3.0,465.0,1450000,-36.6903871,174.7420748,57,24,36,30,30,24,198,2.0,902.0
511,5,4.0,488.0,610000,-36.8591469,174.81405619999998,24,15,18,18,18,33,126,6.0,979.0
512,1,1.0,4737.0,710000,-36.7852451,175.04199219999998,27,9,18,18,24,48,144,6.0,989.0
513,3,1.0,1464.0,1175000,-36.9798783,174.8691556,51,39,30,21,21,30,195,8.0,1063.0
514,4,2.0,1019.0,1000000,-37.0098989,174.9140007,45,27,21,21,42,42,189,3.0,921.0
515,4,2.0,771.0,1030000,-37.0094625,174.9125187,45,27,21,21,42,42,189,3.0,921.0
516,3,2.0,874.0,840000,-36.97466970000001,174.83922130000002,39,30,30,9,9,9,120,9.0,1116.0
517,4,2.0,1061.0,1025000,-36.6100686,174.78517490000002,45,12,15,27,30,51,171,2.0,899.0
518,3,2.0,985.0,1125000,-36.6990528,174.72989740000003,51,36,24,42,30,18,201,3.0,931.0
519,5,3.0,20226.0,2975000,-37.02897279999999,174.9313296,51,24,21,18,27,30,174,9.0,1084.0
520,3,1.0,1292.0,5200000,-36.8455501,174.7296588,45,9,12,33,30,24,159,2.0,912.0
521,4,2.0,2861.0,1250000,-36.8978289,174.63568130000002,42,33,27,21,15,15,147,7.0,1011.0
522,2,1.0,104.0,800000,-36.8748599,174.83010890000003,12,12,9,9,12,90,150,1.0,887.0
523,3,2.0,619.0,860000,-37.0439703,174.8906819,27,6,15,15,9,30,99,2.0,901.0
524,3,1.0,70.0,475000,-36.945907299999995,174.8425462,57,36,39,27,30,39,225,10.0,1241.0
525,3,2.0,905.0,1175000,-36.945839,174.77864069999998,42,21,33,27,21,36,189,4.0,944.0
526,3,2.0,238.0,3375000,-36.8682435,174.80536919999997,27,15,3,12,24,30,105,5.0,970.0
527,5,4.0,274.0,1050000,-37.03813579999999,174.888505,102,24,27,21,9,15,201,10.0,1286.0
528,3,2.0,714.0,640000,-37.0284281,174.9010774,36,36,24,18,9,21,138,9.0,1137.0
529,3,2.0,714.0,640000,-37.0284281,174.9010774,36,36,24,18,9,21,138,9.0,1137.0
530,3,1.0,675.0,580000,-37.0278558,174.9005844,36,36,24,18,9,21,138,9.0,1137.0
531,3,1.0,607.0,1060000,-36.8746381,174.8487666,51,30,45,30,21,27,189,7.0,1026.0
532,6,3.0,515.0,810000,-37.053133,174.9336381,84,45,21,21,21,33,231,10.0,1256.0
533,5,3.0,208.0,350000,-37.0312948,174.8722419,69,30,24,15,18,9,156,10.0,1240.0
534,4,2.0,382.0,2450000,-36.8587355,174.8300794,36,15,12,15,30,27,132,1.0,883.0
535,3,1.0,100.0,640000,-36.9163925,174.64256630000003,60,24,33,30,21,12,177,9.0,1115.0
536,3,1.0,245.0,690000,-37.265020899999996,174.9412405,75,30,21,18,9,9,162,10.0,1243.0
537,3,1.0,80.0,510000,-37.0140865,174.88496919999997,54,33,24,15,21,21,162,8.0,1030.0
538,5,3.0,575.0,2575000,-36.8782757,174.8215358,39,18,27,21,21,33,162,1.0,870.0
539,5,3.0,698.0,2100000,-36.8778505,174.82160480000002,39,18,27,21,21,33,162,1.0,870.0
540,4,3.0,555.0,800000,-37.1911305,174.9089261,63,27,36,21,18,12,183,5.0,960.0
541,3,1.0,600.0,680000,-36.6858441,174.45112360000002,69,24,30,30,21,60,240,6.0,982.0
542,3,1.0,139.0,600000,-36.941888299999995,174.8549182,57,24,21,15,27,30,177,10.0,1189.0
543,5,3.0,750.0,3430000,-36.8768054,174.9147934,48,30,9,27,39,24,171,4.0,938.0
544,5,2.0,490.0,2325000,-36.8624487,174.73665730000002,57,24,36,33,18,24,201,5.0,957.0
545,4,2.0,6024.0,1575000,-37.0061204,174.92768080000002,24,15,21,9,24,21,117,2.0,901.0
546,5,3.0,825.0,2475000,-36.8914695,174.92512380000002,39,18,15,12,36,39,159,3.0,936.0
547,3,1.0,451.0,760000,-36.900358600000004,174.67315990000003,39,36,30,24,24,33,183,8.0,1047.0
548,4,2.0,845.0,670000,-37.0493626,174.8609495,60,21,30,9,18,27,162,10.0,1164.0
549,4,3.0,1199.0,3275000,-36.872032899999994,174.7847161,36,18,6,15,24,30,132,1.0,887.0
550,4,2.0,181.0,2100000,-36.8590278,174.8653767,42,12,12,24,24,15,129,2.0,910.0
551,4,3.0,162.0,1600000,-36.8867384,174.76580269999997,54,54,21,30,27,39,231,3.0,929.0
552,4,3.0,773.0,400000,-36.608358200000005,174.7873188,39,21,15,27,27,39,162,3.0,934.0
553,5,3.0,8573.0,1725000,-36.6816528,174.6953589,51,27,12,30,45,30,201,2.0,899.0
554,4,2.0,4000.0,2275000,-36.6864257,174.69043330000002,51,27,12,30,45,30,201,2.0,899.0
555,3,2.0,954.0,1075000,-36.6348536,174.5530938,42,33,24,27,27,30,183,1.0,893.0
556,5,3.0,345.0,480000,-37.0426903,174.9515273,12,9,3,6,3,3,39,6.0,993.0
557,4,3.0,385.0,790000,-37.04132429999999,174.9495094,12,9,3,6,3,3,39,6.0,993.0
558,2,1.0,754.0,1300000,-36.902073,174.75079250000002,57,33,39,24,15,18,186,10.0,1156.0
559,2,2.0,598.0,2100000,-36.858635,174.78779740000002,27,24,9,12,21,36,135,5.0,973.0
560,4,2.0,792.0,780000,-37.13667120000001,174.6983814,42,9,21,18,21,51,159,5.0,960.0
561,2,2.0,959.0,1700000,-36.809948799999994,175.0220949,21,3,9,18,18,45,117,1.0,897.0
562,3,1.0,756.0,1845000,-36.9412992,174.7691481,24,6,6,12,18,39,102,4.0,939.0
563,5,3.0,750.0,1250000,-36.8888495,174.9983924,126,51,66,72,42,48,402,1.0,892.0
564,1,1.0,809.0,740000,-36.793135299999996,175.02600680000003,36,27,15,24,33,45,183,8.0,1047.0
565,2,1.0,1421.0,860000,-36.789125899999995,175.02286030000002,33,18,27,15,30,39,165,4.0,952.0
566,3,2.0,22240.0,1075000,-36.688849600000005,174.3881961,45,12,15,27,27,39,165,3.0,926.0
567,4,2.0,809.0,680000,-37.0233245,174.9085721,57,30,18,18,18,15,156,10.0,1219.0
569,5,3.0,3953.0,920000,-36.25789520000001,175.4364476,27,6,6,18,39,60,156,9.0,1122.0
570,3,2.0,291.0,700000,-36.869014299999996,174.6066264,84,51,45,36,30,36,279,7.0,1008.0
571,4,1.0,343.0,630000,-36.9673457,174.83407869999996,75,51,39,24,30,27,246,9.0,1092.0
572,5,6.0,2268.0,6600000,-36.863925099999996,174.8532993,39,18,15,21,39,30,165,1.0,889.0
573,4,3.0,400.0,450000,-36.7912775,174.71894319999998,60,30,33,36,15,27,210,4.0,945.0
574,3,2.0,200.0,570000,-37.019332,174.8739419,66,33,33,24,21,21,198,10.0,1217.0
575,3,1.0,739.0,540000,-36.9655974,174.8862086,69,45,30,24,15,30,219,9.0,1128.0
576,2,1.0,61.0,480000,-36.987429299999995,174.8611939,39,30,30,18,24,15,159,8.0,1034.0
577,4,3.0,601.0,1850000,-36.8643558,174.8439233,63,24,27,42,39,42,240,2.0,916.0
578,3,2.0,171.0,2250000,-36.8493717,174.8326149,18,12,9,9,21,51,117,1.0,893.0
579,5,3.0,283.0,2600000,-36.8493109,174.8328969,18,12,9,9,21,51,117,1.0,893.0
580,5,3.0,323.0,2100000,-36.6664831,174.6389587,39,21,18,30,24,30,162,3.0,933.0
581,4,3.0,240.0,1975000,-36.811543799999995,175.0832685,30,9,18,27,39,42,168,4.0,950.0
582,4,5.0,641.0,6400000,-36.8290569,175.0742834,30,9,18,27,39,42,168,4.0,950.0
583,2,1.0,922.0,960000,-36.7854027,175.0075094,39,18,33,30,48,63,234,6.0,994.0
584,3,1.0,792.0,1105000,-36.913748999999996,174.7353069,63,42,30,21,24,24,207,10.0,1182.0
585,5,2.0,679.0,690000,-37.2437086,174.7273132,36,15,21,21,21,36,150,5.0,969.0
586,2,1.0,67.0,530000,-36.9878469,174.8600802,36,27,24,15,21,12,135,8.0,1044.0
587,4,1.0,1222.0,610000,-37.0675883,174.9563647,81,30,12,18,18,9,171,10.0,1379.0
588,6,3.0,708.0,1625000,-36.691770700000006,174.74277450000002,78,48,54,39,36,45,297,3.0,925.0
589,4,2.0,313.0,1325000,-36.9676691,174.8347424,87,39,54,33,30,30,273,9.0,1119.0
590,7,3.0,1276.0,2100000,-36.580704,174.6770554,42,30,9,24,30,42,177,2.0,906.0
591,6,4.0,607.0,6200000,-36.4745734,174.69341519999998,27,15,15,21,27,33,135,5.0,963.0
592,2,2.0,598.0,2025000,-36.8590062,174.7829378,18,21,24,15,15,27,126,4.0,938.0
593,6,4.0,384.0,5700000,-36.67639929999999,174.7214825,15,6,12,3,15,6,60,2.0,911.0
594,3,1.0,570.0,1950000,-36.9158546,174.89576530000002,42,15,27,21,15,27,147,3.0,932.0
595,5,3.0,252.0,930000,-36.97586389999999,174.8577844,30,60,24,12,12,18,156,6.0,997.0
596,3,3.0,1024.0,1300000,-36.8954544,174.93952990000003,36,9,12,18,21,36,135,4.0,937.0
597,1,1.0,675.0,970000,-36.710444700000004,174.7455523,27,27,21,15,42,60,195,4.0,945.0
598,4,2.0,726.0,1100000,-36.8204815,174.6343895,57,27,27,18,21,18,171,7.0,1027.0
599,4,2.0,244.0,1625000,-36.801925,174.49926159999998,48,12,12,24,39,30,162,4.0,944.0
600,3,1.0,100.0,880000,-36.902310799999995,174.72873140000002,36,30,15,12,24,12,123,10.0,1189.0
601,3,1.0,961.0,1725000,-36.9016281,174.7299846,36,30,15,12,24,12,123,10.0,1189.0
602,4,3.0,1265.0,4110000,-36.693217499999996,174.7575555,30,24,12,18,36,54,174,1.0,897.0
603,2,1.0,1738.0,1400000,-36.928577399999995,174.7582314,45,21,18,18,27,36,165,2.0,916.0
604,3,2.0,236.0,1550000,-36.873544200000005,174.801453,27,33,24,18,27,18,156,3.0,931.0
605,3,2.0,260.0,610000,-37.0300709,174.8998782,60,48,33,27,21,18,216,9.0,1093.0
606,3,1.0,1151.0,920000,-36.785718200000005,175.0278159,30,30,30,33,21,45,189,4.0,954.0
607,4,3.0,163.0,645000,-36.9081354,174.8899885,54,36,33,18,18,15,174,5.0,974.0
608,3,2.0,532.0,1300000,-36.6150797,174.67503080000003,0,0,0,0,0,0,21,8.0,1033.0
609,4,2.0,1513.0,890000,-36.409687,174.6729053,42,15,9,21,15,27,132,1.0,867.0
